Date	Open	High	Low	Close 	Adj Close 	Volume
Jul 6, 2023	30,507.15	31,460.05	29,892.23	29,909.34	29,909.34	21,129,219,509
Jul 5, 2023	30,778.72	30,877.33	30,225.61	30,514.17	30,514.17	12,481,622,280
Jul 4, 2023	31,156.87	31,325.20	30,659.36	30,777.58	30,777.58	12,810,828,427
Jul 3, 2023	30,624.52	31,375.61	30,586.51	31,156.44	31,156.44	15,271,884,873
Jul 2, 2023	30,587.27	30,766.14	30,264.02	30,620.77	30,620.77	10,533,418,042
Jul 1, 2023	30,471.85	30,641.29	30,328.87	30,590.08	30,590.08	9,086,606,733
Jun 30, 2023	30,441.35	31,256.86	29,600.28	30,477.25	30,477.25	26,387,306,197
Jun 29, 2023	30,086.19	30,796.25	30,057.20	30,445.35	30,445.35	13,180,860,821
Jun 28, 2023	30,696.56	30,703.28	29,921.82	30,086.25	30,086.25	14,571,500,779
Jun 27, 2023	30,274.32	31,006.79	30,236.65	30,688.16	30,688.16	16,428,827,944
Jun 26, 2023	30,480.52	30,636.03	29,955.74	30,271.13	30,271.13	16,493,186,997
Jun 25, 2023	30,545.15	31,041.27	30,327.94	30,480.26	30,480.26	12,703,464,114
Jun 24, 2023	30,708.74	30,804.15	30,290.15	30,548.70	30,548.70	12,147,822,496
Jun 23, 2023	29,896.38	31,389.54	29,845.21	30,695.47	30,695.47	24,115,570,085
Jun 22, 2023	29,995.94	30,496.00	29,679.16	29,912.28	29,912.28	20,653,160,491
Jun 21, 2023	28,311.31	30,737.33	28,283.41	30,027.30	30,027.30	33,346,760,979
Jun 20, 2023	26,841.66	28,388.97	26,668.79	28,327.49	28,327.49	22,211,859,147
Jun 19, 2023	26,335.44	26,984.61	26,312.83	26,851.03	26,851.03	12,826,986,222
Jun 18, 2023	26,510.46	26,675.93	26,325.89	26,336.21	26,336.21	9,565,695,129
Jun 17, 2023	26,328.68	26,769.39	26,174.49	26,510.68	26,510.68	11,090,276,850
Jun 16, 2023	25,575.28	26,463.17	25,245.36	26,327.46	26,327.46	16,324,646,965
Jun 15, 2023	25,121.67	25,735.31	24,797.17	25,576.39	25,576.39	15,837,384,409
Jun 14, 2023	25,920.26	26,041.80	24,902.15	25,124.68	25,124.68	14,265,717,766
Jun 13, 2023	25,902.94	26,376.35	25,728.37	25,918.73	25,918.73	14,143,474,486
Jun 12, 2023	25,934.29	26,087.92	25,675.20	25,902.50	25,902.50	11,677,889,997
Jun 11, 2023	25,854.03	26,203.44	25,668.99	25,940.17	25,940.17	10,732,609,603
Jun 10, 2023	26,481.76	26,531.04	25,501.84	25,851.24	25,851.24	19,872,933,189
Jun 9, 2023	26,505.92	26,770.29	26,339.31	26,480.38	26,480.38	11,015,551,640
Jun 8, 2023	26,347.65	26,797.51	26,246.66	26,508.22	26,508.22	11,904,824,295
Jun 7, 2023	27,235.65	27,332.18	26,146.99	26,346.00	26,346.00	19,530,045,082
Jun 6, 2023	25,732.11	27,313.82	25,434.87	27,238.78	27,238.78	21,929,670,693
Jun 5, 2023	27,123.11	27,129.98	25,445.17	25,760.10	25,760.10	21,513,292,646
Jun 4, 2023	27,075.12	27,407.02	26,968.22	27,119.07	27,119.07	9,360,912,318
Jun 3, 2023	27,252.32	27,317.05	26,958.00	27,075.13	27,075.13	8,385,597,470
Jun 2, 2023	26,824.56	27,303.86	26,574.64	27,249.59	27,249.59	14,837,415,000
Jun 1, 2023	27,218.41	27,346.11	26,671.72	26,819.97	26,819.97	14,678,970,415
May 31, 2023	27,700.53	27,831.68	26,866.45	27,219.66	27,219.66	15,656,371,534
May 30, 2023	27,745.12	28,044.76	27,588.50	27,702.35	27,702.35	13,251,081,851
May 29, 2023	28,075.59	28,432.04	27,563.88	27,745.88	27,745.88	15,181,308,984
May 28, 2023	26,871.16	28,193.45	26,802.75	28,085.65	28,085.65	14,545,229,578
May 27, 2023	26,720.18	26,888.88	26,621.14	26,868.35	26,868.35	7,892,015,141
May 26, 2023	26,474.18	26,916.67	26,343.95	26,719.29	26,719.29	12,711,619,225
May 25, 2023	26,329.46	26,591.52	25,890.59	26,476.21	26,476.21	13,851,122,697
May 24, 2023	27,224.60	27,224.60	26,106.58	26,334.82	26,334.82	16,299,104,428
May 23, 2023	26,855.96	27,434.68	26,816.18	27,225.73	27,225.73	13,697,203,143
May 22, 2023	26,749.89	27,045.73	26,549.73	26,851.28	26,851.28	11,056,770,492
May 21, 2023	27,118.42	27,265.92	26,706.92	26,753.83	26,753.83	8,647,416,921
May 20, 2023	26,888.84	27,155.16	26,843.28	27,129.59	27,129.59	7,044,911,360
May 19, 2023	26,826.75	27,128.62	26,700.21	26,890.13	26,890.13	11,258,983,301
May 18, 2023	27,401.65	27,466.53	26,415.10	26,832.21	26,832.21	15,222,938,600
May 17, 2023	27,035.47	27,465.93	26,600.14	27,398.80	27,398.80	15,140,006,925
May 16, 2023	27,171.51	27,299.30	26,878.95	27,036.65	27,036.65	12,732,238,816
May 15, 2023	26,931.38	27,646.35	26,766.10	27,192.69	27,192.69	14,413,231,792
May 14, 2023	26,788.97	27,150.98	26,661.36	26,930.64	26,930.64	10,014,858,959
May 13, 2023	26,807.77	27,030.48	26,710.87	26,784.08	26,784.08	9,999,171,605
May 12, 2023	26,987.66	27,055.65	25,878.43	26,804.99	26,804.99	19,313,599,897
May 11, 2023	27,621.09	27,621.94	26,781.83	27,000.79	27,000.79	16,724,343,943
May 10, 2023	27,654.64	28,322.69	26,883.67	27,621.76	27,621.76	20,656,025,026
May 9, 2023	27,695.07	27,821.40	27,375.60	27,658.78	27,658.78	14,128,593,256
May 8, 2023	28,450.46	28,663.27	27,310.13	27,694.27	27,694.27	19,122,903,752
May 7, 2023	28,901.62	29,157.52	28,441.37	28,454.98	28,454.98	11,301,355,486
May 6, 2023	29,538.86	29,820.13	28,468.97	28,904.62	28,904.62	15,913,866,714
May 5, 2023	28,851.48	29,668.91	28,845.51	29,534.38	29,534.38	17,936,566,518
May 4, 2023	29,031.30	29,353.19	28,694.04	28,847.71	28,847.71	15,548,678,514
May 3, 2023	28,680.49	29,259.53	28,178.39	29,006.31	29,006.31	19,122,972,518
May 2, 2023	28,087.18	28,881.30	27,924.12	28,680.54	28,680.54	16,432,924,527
May 1, 2023	29,227.10	29,329.94	27,680.79	28,091.57	28,091.57	18,655,599,976
Apr 30, 2023	29,245.52	29,952.03	29,114.02	29,268.81	29,268.81	14,652,199,272
Apr 29, 2023	29,336.57	29,452.46	29,088.04	29,248.49	29,248.49	10,662,634,333
Apr 28, 2023	29,481.01	29,572.79	28,929.61	29,340.26	29,340.26	17,544,464,887
Apr 27, 2023	28,428.46	29,871.55	28,402.89	29,473.79	29,473.79	27,153,445,027
Apr 26, 2023	28,300.06	29,995.84	27,324.55	28,422.70	28,422.70	31,854,242,019
Apr 25, 2023	27,514.87	28,371.08	27,207.93	28,307.60	28,307.60	17,733,373,139
Apr 24, 2023	27,591.73	27,979.98	27,070.85	27,525.34	27,525.34	17,703,288,330
Apr 23, 2023	27,816.14	27,820.24	27,400.31	27,591.38	27,591.38	12,785,446,832
Apr 22, 2023	27,265.89	27,872.14	27,169.57	27,817.50	27,817.50	13,125,734,602
